"TIME","GEO","SECTPERF","UNIT","Value","Flag and Footnotes"
"2014","Luxembourg","Higher education sector","Million purchasing power standards (PPS)","86.198",""
"2014","Luxembourg","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","69.76",""
"2014","Luxembourg","Private non-profit sector","Million euro",":",""
"2014","Luxembourg","Private non-profit sector","Euro per inhabitant",":",""
"2014","Luxembourg","Private non-profit sector","Million units of national currency",":",""
"2014","Luxembourg","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2014","Luxembourg","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2014","Hungary","All sectors","Million euro","1,428.824",""
"2014","Hungary","All sectors","Euro per inhabitant","144.7",""
"2014","Hungary","All sectors","Million units of national currency","441,092.1",""
"2014","Hungary","All sectors","Million purchasing power standards (PPS)","2,512.386",""
"2014","Hungary","All sectors","Million purchasing power standards (PPS) at 2005 prices","2,083.445",""
"2014","Hungary","Business enterprise sector","Million euro","1,021.993","d"
"2014","Hungary","Business enterprise sector","Euro per inhabitant","103.5","d"
"2014","Hungary","Business enterprise sector","Million units of national currency","315,499.3","d"
"2014","Hungary","Business enterprise sector","Million purchasing power standards (PPS)","1,797.031","d"
"2014","Hungary","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","1,490.222","d"
"2014","Hungary","Government sector","Million euro","196.328","d"
"2014","Hungary","Government sector","Euro per inhabitant","19.9","d"
"2014","Hungary","Government sector","Million units of national currency","60,608.4","d"
"2014","Hungary","Government sector","Million purchasing power standards (PPS)","345.215","d"
"2014","Hungary","Government sector","Million purchasing power standards (PPS) at 2005 prices","286.276","d"
"2014","Hungary","Higher education sector","Million euro","192.858","d"
"2014","Hungary","Higher education sector","Euro per inhabitant","19.5","d"
"2014","Hungary","Higher education sector","Million units of national currency","59,537.2","d"
"2014","Hungary","Higher education sector","Million purchasing power standards (PPS)","339.114","d"
"2014","Hungary","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","281.217","d"
"2014","Hungary","Private non-profit sector","Million euro",":",""
"2014","Hungary","Private non-profit sector","Euro per inhabitant",":",""
"2014","Hungary","Private non-profit sector","Million units of national currency",":",""
"2014","Hungary","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2014","Hungary","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2014","Malta","All sectors","Million euro","60.539",""
"2014","Malta","All sectors","Euro per inhabitant","141",""
"2014","Malta","All sectors","Million units of national currency","60.539",""
"2014","Malta","All sectors","Million purchasing power standards (PPS)","76.102",""
"2014","Malta","All sectors","Million purchasing power standards (PPS) at 2005 prices","71.166",""
"2014","Malta","Business enterprise sector","Million euro","33.46",""
"2014","Malta","Business enterprise sector","Euro per inhabitant","77.9",""
"2014","Malta","Business enterprise sector","Million units of national currency","33.46",""
"2014","Malta","Business enterprise sector","Million purchasing power standards (PPS)","42.061",""
"2014","Malta","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","39.333",""
"2014","Malta","Government sector","Million euro","6.042",""
"2014","Malta","Government sector","Euro per inhabitant","14.1",""
"2014","Malta","Government sector","Million units of national currency","6.042",""
"2014","Malta","Government sector","Million purchasing power standards (PPS)","7.596",""
"2014","Malta","Government sector","Million purchasing power standards (PPS) at 2005 prices","7.103",""
"2014","Malta","Higher education sector","Million euro","21.037",""
"2014","Malta","Higher education sector","Euro per inhabitant","49",""
"2014","Malta","Higher education sector","Million units of national currency","21.037",""
"2014","Malta","Higher education sector","Million purchasing power standards (PPS)","26.445",""
"2014","Malta","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","24.73",""
"2014","Malta","Private non-profit sector","Million euro",":",""
"2014","Malta","Private non-profit sector","Euro per inhabitant",":",""
"2014","Malta","Private non-profit sector","Million units of national currency",":",""
"2014","Malta","Private non-profit sector","Million purchasing power standards (PPS)",":",""
"2014","Malta","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":",""
"2014","Netherlands","All sectors","Million euro","13,267.86",""
"2014","Netherlands","All sectors","Euro per inhabitant","788.4",""
"2014","Netherlands","All sectors","Million units of national currency","13,267.86",""
"2014","Netherlands","All sectors","Million purchasing power standards (PPS)","12,092.472",""
"2014","Netherlands","All sectors","Million purchasing power standards (PPS) at 2005 prices","11,241.672",""
"2014","Netherlands","Business enterprise sector","Million euro","7,433.425",""
"2014","Netherlands","Business enterprise sector","Euro per inhabitant","441.7",""
"2014","Netherlands","Business enterprise sector","Million units of national currency","7,433.425",""
"2014","Netherlands","Business enterprise sector","Million purchasing power standards (PPS)","6,774.904",""
"2014","Netherlands","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","6,298.237",""
"2014","Netherlands","Government sector","Million euro","1,572.252","d"
"2014","Netherlands","Government sector","Euro per inhabitant","93.4","d"
"2014","Netherlands","Government sector","Million units of national currency","1,572.252","d"
"2014","Netherlands","Government sector","Million purchasing power standards (PPS)","1,432.968","d"
"2014","Netherlands","Government sector","Million purchasing power standards (PPS) at 2005 prices","1,332.147","d"
"2014","Netherlands","Higher education sector","Million euro","4,262.182",""
"2014","Netherlands","Higher education sector","Euro per inhabitant","253.3",""
"2014","Netherlands","Higher education sector","Million units of national currency","4,262.182",""
"2014","Netherlands","Higher education sector","Million purchasing power standards (PPS)","3,884.599",""
"2014","Netherlands","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","3,611.288",""
"2014","Netherlands","Private non-profit sector","Million euro",":","d"
"2014","Netherlands","Private non-profit sector","Euro per inhabitant",":","d"
"2014","Netherlands","Private non-profit sector","Million units of national currency",":","d"
"2014","Netherlands","Private non-profit sector","Million purchasing power standards (PPS)",":","d"
"2014","Netherlands","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices",":","d"
"2014","Austria","All sectors","Million euro","10,275.18","e"
"2014","Austria","All sectors","Euro per inhabitant","1,207.7","e"
"2014","Austria","All sectors","Million units of national currency","10,275.18","e"
"2014","Austria","All sectors","Million purchasing power standards (PPS)","9,481.572","e"
"2014","Austria","All sectors","Million purchasing power standards (PPS) at 2005 prices","8,408.05","e"
"2014","Austria","Business enterprise sector","Million euro","7,324.679","e"
"2014","Austria","Business enterprise sector","Euro per inhabitant","860.9","e"
"2014","Austria","Business enterprise sector","Million units of national currency","7,324.679","e"
"2014","Austria","Business enterprise sector","Million purchasing power standards (PPS)","6,758.955","e"
"2014","Austria","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","5,993.693","e"
"2014","Austria","Government sector","Million euro","467.541","e"
"2014","Austria","Government sector","Euro per inhabitant","55","e"
"2014","Austria","Government sector","Million units of national currency","467.541","e"
"2014","Austria","Government sector","Million purchasing power standards (PPS)","431.43","e"
"2014","Austria","Government sector","Million purchasing power standards (PPS) at 2005 prices","382.583","e"
"2014","Austria","Higher education sector","Million euro","2,434.305","e"
"2014","Austria","Higher education sector","Euro per inhabitant","286.1","e"
"2014","Austria","Higher education sector","Million units of national currency","2,434.305","e"
"2014","Austria","Higher education sector","Million purchasing power standards (PPS)","2,246.291","e"
"2014","Austria","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","1,991.961","e"
"2014","Austria","Private non-profit sector","Million euro","48.655","e"
"2014","Austria","Private non-profit sector","Euro per inhabitant","5.7","e"
"2014","Austria","Private non-profit sector","Million units of national currency","48.655","e"
"2014","Austria","Private non-profit sector","Million purchasing power standards (PPS)","44.897","e"
"2014","Austria","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","39.814","e"
